origin,target,diesel_ret,h_static,h_rolling,basket_DBO,basket_HOUSD,basket_RBUSD,vol_ratio,multiplier,cost_shock,net_unhedged,net_static_DBO,net_rolling_DBO,net_basket,net_bvar_basket
2023-06-30,2023-07-31,0.08228656076333296,0.30208374082439127,0.38511431389237516,0.26096712773487424,0.12541903871396387,0.011216177557767657,0.7084907156036946,0.5,212630.4481276856,-212630.4481276856,-104430.1280696572,-74690.24681673021,-46793.90534700692,-129712.17673734626
2023-07-31,2023-08-31,0.08095560095637389,0.30208374082439127,0.3985606104116168,0.2822969690284154,0.129123735761771,-0.0005204534838825604,0.7036100188656623,0.5,209050.15749939403,-209050.15749939403,-190976.07229459303,-185203.7286508957,-175953.57115633116,-192501.8643278626
2023-08-31,2023-09-30,0.024501832708894167,0.30208374082439127,0.401195853022362,0.3537487031454294,0.13223328159128145,-0.06679929909713928,0.6988383751085961,0.5,61494.41340782179,-61494.41340782179,-11717.523083158208,4614.017056210301,30504.291265057996,-15495.061071381897
2023-09-30,2023-10-31,-0.029205615600536916,0.30208374082439127,0.3994191790312593,0.3464939142940467,0.1315471221217557,-0.059556731482705814,0.7003647217868819,0.5,-71358.48233754917,71358.48233754917,24259.519488760438,9083.60113094034,-7268.8775543294905,32044.80239160984
2023-10-31,2023-11-30,-0.071658554821588,0.30208374082439127,0.4229834859253563,0.36805886941931953,0.12098752903280392,-0.05561961902846522,0.6950830022006136,0.5,-171437.6590330787,171437.6590330787,122536.25540204445,102964.96957932177,98341.4825275371,134889.5707803079
2023-11-30,2023-12-31,-0.05758414503970344,0.30208374082439127,0.48394143078228463,0.4461580084111186,0.11693518076360068,-0.07476120882492655,0.6830860235980779,0.5,-138728.09133301204,138728.09133301204,63642.728575547924,18440.525426651002,5340.754776562244,72034.42305478714
2023-12-31,2024-01-31,-0.012080856348724467,0.30208374082439127,0.48648037365887753,0.45138970783012505,0.11507018328806731,-0.08426757246514748,0.6766674193254086,0.5,-29770.269119400415,29770.269119400415,60997.53336529579,80059.1431158293,92547.86548891004,61159.06730415523
2024-01-31,2024-02-29,0.048211228778462845,0.30208374082439127,0.4845556639965528,0.4583014658958806,0.10718697470406449,-0.08800339139861148,0.6743920125233408,0.5,122451.728299284,-122451.728299284,-116249.5258910538,-112503.12167133552,-159018.63273863422,-140735.18051895913
2024-02-29,2024-03-31,-0.005931801871602804,0.30208374082439127,0.4754410084444663,0.42301823651270715,0.09677174285270321,-0.05307421973601559,0.6860129812296063,0.5,-14662.39526860493,14662.39526860493,62334.662547060834,89692.42094244328,68206.06423832502,41434.22975346498
2024-03-31,2024-04-30,-0.02180264285131006,0.30208374082439127,0.4701594116580062,0.39530306082613476,0.11822304515759093,-0.05486990816964117,0.6900264012412669,0.5,-53467.40208230077,53467.40208230077,55395.11364161563,56467.66859813647,46007.83879797271,49737.620440136736
2024-04-30,2024-05-31,-0.04906889568943651,0.30208374082439127,0.483425211699396,0.40261968136276843,0.12332476389634078,-0.05355123033428601,0.6871270422402811,0.5,-118713.57993412727,118713.57993412727,100928.0280667521,90251.32588095515,90293.54041363117,104503.56017387922
2024-05-31,2024-06-30,0.002922813293724902,0.30208374082439127,0.4863453867825259,0.3827427362425126,0.12801079925173653,-0.036030041306428805,0.6831378644258277,0.5,7256.741174383565,-7256.741174383565,24255.829641397544,43477.5135064143,50145.973067668914,21444.615946642672
2024-06-30,2024-07-31,-0.0002653575708817524,0.30208374082439127,0.49502083938930724,0.40180717278236694,0.12037659096148096,-0.04168581197188571,0.6813824067972103,0.5,-657.7783673830985,657.7783673830985,-17769.806295681945,-29539.273625331887,-33438.77938913956,-16390.50051087823
2024-07-31,2024-08-31,-0.031543254040616864,0.30208374082439127,0.49312503396796953,0.4017185472918915,0.11927405605217122,-0.04248643281012197,0.6796067440955257,0.5,-76980.49363057343,76980.49363057343,39195.60140423673,15299.993343667928,21719.966780884875,49350.23020572915
2024-08-31,2024-09-30,-0.02974506993066517,0.30208374082439127,0.4998467071027869,0.39984798767774554,0.11887781545611058,-0.03366966701771387,0.675977840651212,0.5,-72657.03460239184,72657.03460239184,36435.623296969454,12722.815308689402,18307.658113334815,45482.346357863324
2024-09-30,2024-10-31,0.008149546298438226,0.30208374082439127,0.513433877648716,0.42412806919313295,0.11744630901283043,-0.041927020510336976,0.6730732689639201,0.5,20286.63468773518,-20286.63468773518,9198.244871075756,29827.072202189975,29884.218564779057,4798.791938521939
2024-10-31,2024-11-30,-0.009561377677946403,0.30208374082439127,0.4920582047500077,0.3854707186950523,0.12579751336064798,-0.03630564675430575,0.6880152748240594,0.5,-23591.28650060625,23591.28650060625,11212.510619716897,3427.744363811791,3348.460196533946,13469.873348570098
2024-11-30,2024-12-31,-0.010224457147976596,0.30208374082439127,0.6459804506599369,0.5587893306156279,0.10228692075999067,-0.03978486358857148,0.685902383662538,0.5,-25218.988414806547,25218.988414806547,26792.341231600578,28583.469928661085,39074.8333017759,32146.910858291223
2024-12-31,2025-01-31,0.04357014182171981,0.30208374082439127,0.7076847966503559,0.6060719987297377,0.10178348169433901,-0.021382387354506684,0.68557707163274,0.5,110405.36682843241,-110405.36682843241,-88947.95692448711,-60137.57445047612,-59851.02459361623,-85128.19571102432
2025-01-31,2025-02-28,0.010331793917425225,0.30208374082439127,0.7259567061409453,0.6206342198185523,0.10535518715274637,-0.01775726057435578,0.6908960777026396,0.5,25747.016489023077,-25747.016489023077,-52712.060552930445,-90548.43385812054,-93609.92779702888,-59678.47214302598
2025-02-28,2025-03-31,-0.028812529514541607,0.30208374082439127,0.702551742309082,0.596298106856157,0.10238039160307215,-0.011668788527653878,0.699709326899328,0.5,-70411.82039491454,70411.82039491454,77800.70212226726,87596.03466974074,80203.49533249797,75307.65786370626
2025-03-31,2025-04-30,-0.021954160675047962,0.30208374082439127,0.554140331442584,0.5461119241804767,0.031223797438012076,-0.015111834373395317,0.9080024392456422,1.0,-53834.910913141,53834.910913141,-67413.16882458577,-168581.73060911513,-170321.75769116494,-170321.75769116494
2025-04-30,2025-05-31,-0.007713222071391135,0.30208374082439127,0.4594745601129833,0.3861684542980145,0.0852356990633109,0.00946816881925981,0.9052191280108183,1.0,-19048.804780876006,19048.804780876006,43368.30660515436,56039.1849065413,50487.390983209145,50487.390983209145
2025-05-31,2025-06-30,0.06656185280360716,0.30208374082439127,0.426549611291198,0.24979610752908524,0.19351802791179396,-0.014797412379429145,0.9421466861512844,1.0,170633.7826211639,-170633.7826211639,-121108.69621383172,-100703.15246357801,-65909.7074167098,-65909.7074167098
2025-06-30,2025-07-31,0.020712370816527992,0.30208374082439127,0.4837286421960644,0.26956422629078963,0.19188464261522137,0.02134150706783057,0.9272000544191765,1.0,51884.894016635895,-51884.894016635895,12129.857352274637,50622.34015523868,32832.678077294026,32832.678077294026
2025-07-31,2025-08-31,-0.025823343610040572,0.30208374082439127,0.4698538084642695,0.32090338825460146,0.1629542689567952,-0.03167354129957842,0.9616479536128836,1.0,-63200.832238283176,63200.832238283176,25102.669396507663,3943.863101681476,8871.358471109837,8871.358471109837
2025-08-31,2025-09-30,0.012329290460708409,0.30208374082439127,0.46896784191552277,0.3153244227109331,0.1859515915366966,-0.07709019900279167,0.9605839202382397,1.0,30755.57353469961,-30755.57353469961,-40103.27617309484,-45267.35070361597,-24961.03850185963,-24961.03850185963
2025-11-30,2025-12-31,-0.09036289722314383,0.30208374082439127,0.4309554715931938,0.311107945204978,0.1776131255474074,-0.08426690186304688,1.0180999082732922,1.0,-214201.03541285987,214201.03541285987,169196.84174420292,149997.63455050706,141104.98036638612,141104.98036638612
2025-12-31,2026-01-31,0.034815419685364946,0.30208374082439127,0.4544076109996968,0.26873727748955684,0.24354606447402505,-0.06608930393229885,0.9823299926187739,1.0,87833.33333333317,-87833.33333333317,24504.05778573743,81149.49700717922,107512.57871363804,107512.57871363804
